model,id,event_id,episode_id,sid,window,condition,query_target_sid,candidate_only,target_identity,event_proximity,combined,event_proximity_probability,reference_admit
internvl3_8b,habit_cf_0225,005695_01,005695,S8975,early,factual,S8975,True,True,False,False,0.07763728156449755,False
internvl3_8b,habit_cf_0226,005695_01,005695,S8975,early,counterfactual,S7788,False,False,False,False,0.07763728156449755,False
internvl3_8b,habit_cf_0227,005695_01,005695,S8975,ready,factual,S8975,True,True,True,True,0.939338348591294,True
internvl3_8b,habit_cf_0228,005695_01,005695,S8975,ready,counterfactual,S7788,False,False,False,False,0.939338348591294,False
internvl3_8b,habit_cf_0229,005696_01,005696,S8975,early,factual,S8975,True,True,False,False,0.17975789327022199,False
internvl3_8b,habit_cf_0230,005696_01,005696,S8975,early,counterfactual,S7788,False,False,False,False,0.17975789327022199,False
internvl3_8b,habit_cf_0231,005696_01,005696,S8975,ready,factual,S8975,True,True,True,True,0.9335241164932431,True
internvl3_8b,habit_cf_0232,005696_01,005696,S8975,ready,counterfactual,S7788,False,False,False,False,0.9335241164932431,False
internvl3_8b,habit_cf_0233,005697_01,005697,S8975,early,factual,S8975,True,True,False,False,0.08129516065073251,False
internvl3_8b,habit_cf_0234,005697_01,005697,S8975,early,counterfactual,S7788,False,False,False,False,0.08129516065073251,False
internvl3_8b,habit_cf_0235,005697_01,005697,S8975,ready,factual,S8975,True,True,True,True,0.9275869781370472,True
internvl3_8b,habit_cf_0236,005697_01,005697,S8975,ready,counterfactual,S7788,False,False,False,False,0.9275869781370472,False
internvl3_8b,habit_cf_0237,005698_01,005698,S8975,early,factual,S8975,True,True,False,False,0.0846057787399409,False
internvl3_8b,habit_cf_0238,005698_01,005698,S8975,early,counterfactual,S7788,False,False,False,False,0.0846057787399409,False
internvl3_8b,habit_cf_0239,005698_01,005698,S8975,ready,factual,S8975,True,True,True,True,0.979608839198447,True
internvl3_8b,habit_cf_0240,005698_01,005698,S8975,ready,counterfactual,S7788,False,False,False,False,0.979608839198447,False
internvl3_8b,habit_cfx_0001,004948_01,004948,S6759,early,counterfactual,S7025,False,False,False,False,0.15308127076882982,False
internvl3_8b,habit_cfx_0002,004948_01,004948,S6759,early,counterfactual,S7788,False,False,False,False,0.15308127076882982,False
internvl3_8b,habit_cfx_0003,004948_01,004948,S6759,early,counterfactual,S8940,False,False,False,False,0.15308127076882982,False
internvl3_8b,habit_cfx_0004,004948_01,004948,S6759,early,counterfactual,S8975,False,False,False,False,0.15308127076882982,False
internvl3_8b,habit_cfx_0005,004948_01,004948,S6759,ready,counterfactual,S7025,False,False,False,False,0.8384648946822499,False
internvl3_8b,habit_cfx_0006,004948_01,004948,S6759,ready,counterfactual,S7788,False,False,False,False,0.8384648946822499,False
internvl3_8b,habit_cfx_0007,004948_01,004948,S6759,ready,counterfactual,S8940,False,False,False,False,0.8384648946822499,False
internvl3_8b,habit_cfx_0008,004948_01,004948,S6759,ready,counterfactual,S8975,False,False,False,False,0.8384648946822499,False
internvl3_8b,habit_cfx_0009,004949_01,004949,S6759,early,counterfactual,S7025,False,False,False,False,0.13048453457444595,False
internvl3_8b,habit_cfx_0010,004949_01,004949,S6759,early,counterfactual,S7788,False,False,False,False,0.13048453457444595,False
internvl3_8b,habit_cfx_0011,004949_01,004949,S6759,early,counterfactual,S8940,False,False,False,False,0.13048453457444595,False
internvl3_8b,habit_cfx_0012,004949_01,004949,S6759,early,counterfactual,S8975,False,False,False,False,0.13048453457444595,False
internvl3_8b,habit_cfx_0013,004949_01,004949,S6759,ready,counterfactual,S7025,False,False,False,False,0.8842966714126388,False
internvl3_8b,habit_cfx_0014,004949_01,004949,S6759,ready,counterfactual,S7788,False,False,False,False,0.8842966714126388,False
internvl3_8b,habit_cfx_0015,004949_01,004949,S6759,ready,counterfactual,S8940,False,False,False,False,0.8842966714126388,False
internvl3_8b,habit_cfx_0016,004949_01,004949,S6759,ready,counterfactual,S8975,False,False,False,False,0.8842966714126388,False
internvl3_8b,habit_cfx_0017,004951_01,004951,S6759,early,counterfactual,S7025,False,False,False,False,0.15175626103596065,False
internvl3_8b,habit_cfx_0018,004951_01,004951,S6759,early,counterfactual,S7788,False,False,False,False,0.15175626103596065,False
internvl3_8b,habit_cfx_0019,004951_01,004951,S6759,early,counterfactual,S8940,False,False,False,False,0.15175626103596065,False
internvl3_8b,habit_cfx_0020,004951_01,004951,S6759,early,counterfactual,S8975,False,False,False,False,0.15175626103596065,False
internvl3_8b,habit_cfx_0021,004951_01,004951,S6759,ready,counterfactual,S7025,False,False,False,False,0.9351768611083192,False
internvl3_8b,habit_cfx_0022,004951_01,004951,S6759,ready,counterfactual,S7788,False,False,False,False,0.9351768611083192,False
internvl3_8b,habit_cfx_0023,004951_01,004951,S6759,ready,counterfactual,S8940,False,False,False,False,0.9351768611083192,False
internvl3_8b,habit_cfx_0024,004951_01,004951,S6759,ready,counterfactual,S8975,False,False,False,False,0.9351768611083192,False
internvl3_8b,habit_cfx_0025,004952_01,004952,S6759,early,counterfactual,S7025,False,False,False,False,0.056116241526315086,False
internvl3_8b,habit_cfx_0026,004952_01,004952,S6759,early,counterfactual,S7788,False,False,False,False,0.056116241526315086,False
internvl3_8b,habit_cfx_0027,004952_01,004952,S6759,early,counterfactual,S8940,False,False,False,False,0.056116241526315086,False
internvl3_8b,habit_cfx_0028,004952_01,004952,S6759,early,counterfactual,S8975,False,False,False,False,0.056116241526315086,False
internvl3_8b,habit_cfx_0029,004952_01,004952,S6759,ready,counterfactual,S7025,False,False,False,False,0.8578653177788428,False
internvl3_8b,habit_cfx_0030,004952_01,004952,S6759,ready,counterfactual,S7788,False,False,False,False,0.8578653177788428,False
internvl3_8b,habit_cfx_0031,004952_01,004952,S6759,ready,counterfactual,S8940,False,False,False,False,0.8578653177788428,False
internvl3_8b,habit_cfx_0032,004952_01,004952,S6759,ready,counterfactual,S8975,False,False,False,False,0.8578653177788428,False
internvl3_8b,habit_cfx_0033,004953_01,004953,S6759,early,counterfactual,S7025,False,False,False,False,0.11118390400204595,False
internvl3_8b,habit_cfx_0034,004953_01,004953,S6759,early,counterfactual,S7788,False,False,False,False,0.11118390400204595,False
internvl3_8b,habit_cfx_0035,004953_01,004953,S6759,early,counterfactual,S8940,False,False,False,False,0.11118390400204595,False
internvl3_8b,habit_cfx_0036,004953_01,004953,S6759,early,counterfactual,S8975,False,False,False,False,0.11118390400204595,False
internvl3_8b,habit_cfx_0037,004953_01,004953,S6759,ready,counterfactual,S7025,False,False,False,False,0.9180686525454822,False
internvl3_8b,habit_cfx_0038,004953_01,004953,S6759,ready,counterfactual,S7788,False,False,False,False,0.9180686525454822,False
internvl3_8b,habit_cfx_0039,004953_01,004953,S6759,ready,counterfactual,S8940,False,False,False,False,0.9180686525454822,False
internvl3_8b,habit_cfx_0040,004953_01,004953,S6759,ready,counterfactual,S8975,False,False,False,False,0.9180686525454822,False
internvl3_8b,habit_cfx_0041,004954_01,004954,S6759,early,counterfactual,S7025,False,False,False,False,0.08374231253656353,False
internvl3_8b,habit_cfx_0042,004954_01,004954,S6759,early,counterfactual,S7788,False,False,False,False,0.08374231253656353,False
internvl3_8b,habit_cfx_0043,004954_01,004954,S6759,early,counterfactual,S8940,False,False,False,False,0.08374231253656353,False
internvl3_8b,habit_cfx_0044,004954_01,004954,S6759,early,counterfactual,S8975,False,False,False,False,0.08374231253656353,False
internvl3_8b,habit_cfx_0045,004954_01,004954,S6759,ready,counterfactual,S7025,False,False,False,False,0.8716693864517571,False
internvl3_8b,habit_cfx_0046,004954_01,004954,S6759,ready,counterfactual,S7788,False,False,False,False,0.8716693864517571,False
internvl3_8b,habit_cfx_0047,004954_01,004954,S6759,ready,counterfactual,S8940,False,False,False,False,0.8716693864517571,False
internvl3_8b,habit_cfx_0048,004954_01,004954,S6759,ready,counterfactual,S8975,False,False,False,False,0.8716693864517571,False
internvl3_8b,habit_cfx_0049,004956_01,004956,S6759,early,counterfactual,S7025,False,False,False,False,0.05278341147136873,False
internvl3_8b,habit_cfx_0050,004956_01,004956,S6759,early,counterfactual,S7788,False,False,False,False,0.05278341147136873,False
internvl3_8b,habit_cfx_0051,004956_01,004956,S6759,early,counterfactual,S8940,False,False,False,False,0.05278341147136873,False
internvl3_8b,habit_cfx_0052,004956_01,004956,S6759,early,counterfactual,S8975,False,False,False,False,0.05278341147136873,False
internvl3_8b,habit_cfx_0053,004956_01,004956,S6759,ready,counterfactual,S7025,False,False,False,False,0.8340399944900204,False
internvl3_8b,habit_cfx_0054,004956_01,004956,S6759,ready,counterfactual,S7788,False,False,False,False,0.8340399944900204,False
internvl3_8b,habit_cfx_0055,004956_01,004956,S6759,ready,counterfactual,S8940,False,False,False,False,0.8340399944900204,False
internvl3_8b,habit_cfx_0056,004956_01,004956,S6759,ready,counterfactual,S8975,False,False,False,False,0.8340399944900204,False
internvl3_8b,habit_cfx_0057,004957_01,004957,S6759,early,counterfactual,S7025,False,False,False,False,0.07842228353937,False
internvl3_8b,habit_cfx_0058,004957_01,004957,S6759,early,counterfactual,S7788,False,False,False,False,0.07842228353937,False
internvl3_8b,habit_cfx_0059,004957_01,004957,S6759,early,counterfactual,S8940,False,False,False,False,0.07842228353937,False
internvl3_8b,habit_cfx_0060,004957_01,004957,S6759,early,counterfactual,S8975,False,False,False,False,0.07842228353937,False
internvl3_8b,habit_cfx_0061,004957_01,004957,S6759,ready,counterfactual,S7025,False,False,False,False,0.6363702052033519,False
internvl3_8b,habit_cfx_0062,004957_01,004957,S6759,ready,counterfactual,S7788,False,False,False,False,0.6363702052033519,False
internvl3_8b,habit_cfx_0063,004957_01,004957,S6759,ready,counterfactual,S8940,False,False,False,False,0.6363702052033519,False
internvl3_8b,habit_cfx_0064,004957_01,004957,S6759,ready,counterfactual,S8975,False,False,False,False,0.6363702052033519,False
internvl3_8b,habit_cfx_0065,004958_01,004958,S6759,early,counterfactual,S7025,False,False,False,False,0.1533417227464273,False
internvl3_8b,habit_cfx_0066,004958_01,004958,S6759,early,counterfactual,S7788,False,False,False,False,0.1533417227464273,False
internvl3_8b,habit_cfx_0067,004958_01,004958,S6759,early,counterfactual,S8940,False,False,False,False,0.1533417227464273,False
internvl3_8b,habit_cfx_0068,004958_01,004958,S6759,early,counterfactual,S8975,False,False,False,False,0.1533417227464273,False
internvl3_8b,habit_cfx_0069,004958_01,004958,S6759,ready,counterfactual,S7025,False,False,False,False,0.9322060714815534,False
internvl3_8b,habit_cfx_0070,004958_01,004958,S6759,ready,counterfactual,S7788,False,False,False,False,0.9322060714815534,False
internvl3_8b,habit_cfx_0071,004958_01,004958,S6759,ready,counterfactual,S8940,False,False,False,False,0.9322060714815534,False
internvl3_8b,habit_cfx_0072,004958_01,004958,S6759,ready,counterfactual,S8975,False,False,False,False,0.9322060714815534,False
internvl3_8b,habit_cfx_0073,004959_01,004959,S6759,early,counterfactual,S7025,False,False,False,False,0.15710903436247226,False
internvl3_8b,habit_cfx_0074,004959_01,004959,S6759,early,counterfactual,S7788,False,False,False,False,0.15710903436247226,False
internvl3_8b,habit_cfx_0075,004959_01,004959,S6759,early,counterfactual,S8940,False,False,False,False,0.15710903436247226,False
internvl3_8b,habit_cfx_0076,004959_01,004959,S6759,early,counterfactual,S8975,False,False,False,False,0.15710903436247226,False
internvl3_8b,habit_cfx_0077,004959_01,004959,S6759,ready,counterfactual,S7025,False,False,False,False,0.9415433412329893,False
internvl3_8b,habit_cfx_0078,004959_01,004959,S6759,ready,counterfactual,S7788,False,False,False,False,0.9415433412329893,False
internvl3_8b,habit_cfx_0079,004959_01,004959,S6759,ready,counterfactual,S8940,False,False,False,False,0.9415433412329893,False
internvl3_8b,habit_cfx_0080,004959_01,004959,S6759,ready,counterfactual,S8975,False,False,False,False,0.9415433412329893,False
internvl3_8b,habit_cfx_0081,000124_01,000124,S7025,early,counterfactual,S7414,False,False,False,False,0.03906875802938428,False
internvl3_8b,habit_cfx_0082,000124_01,000124,S7025,early,counterfactual,S7788,False,False,False,False,0.03906875802938428,False
internvl3_8b,habit_cfx_0083,000124_01,000124,S7025,early,counterfactual,S8940,False,False,False,False,0.03906875802938428,False
internvl3_8b,habit_cfx_0084,000124_01,000124,S7025,early,counterfactual,S8975,False,False,False,False,0.03906875802938428,False
internvl3_8b,habit_cfx_0085,000124_01,000124,S7025,ready,counterfactual,S7414,False,False,False,False,0.7391181806705732,False
internvl3_8b,habit_cfx_0086,000124_01,000124,S7025,ready,counterfactual,S7788,True,False,True,False,0.7391181806705732,False
internvl3_8b,habit_cfx_0087,000124_01,000124,S7025,ready,counterfactual,S8940,True,False,True,False,0.7391181806705732,False
internvl3_8b,habit_cfx_0088,000124_01,000124,S7025,ready,counterfactual,S8975,False,False,False,False,0.7391181806705732,False
internvl3_8b,habit_cfx_0089,000126_01,000126,S7025,early,counterfactual,S7414,False,False,False,False,0.3138824767842424,False
internvl3_8b,habit_cfx_0090,000126_01,000126,S7025,early,counterfactual,S7788,False,False,False,False,0.3138824767842424,False
internvl3_8b,habit_cfx_0091,000126_01,000126,S7025,early,counterfactual,S8940,False,False,False,False,0.3138824767842424,False
internvl3_8b,habit_cfx_0092,000126_01,000126,S7025,early,counterfactual,S8975,False,False,False,False,0.3138824767842424,False
internvl3_8b,habit_cfx_0093,000126_01,000126,S7025,ready,counterfactual,S7414,False,False,False,False,0.8190265844841018,False
internvl3_8b,habit_cfx_0094,000126_01,000126,S7025,ready,counterfactual,S7788,True,False,True,False,0.8190265844841018,False
internvl3_8b,habit_cfx_0095,000126_01,000126,S7025,ready,counterfactual,S8940,True,False,True,False,0.8190265844841018,False
internvl3_8b,habit_cfx_0096,000126_01,000126,S7025,ready,counterfactual,S8975,True,False,True,False,0.8190265844841018,False
internvl3_8b,habit_cfx_0097,000128_01,000128,S7025,early,counterfactual,S7414,False,False,False,False,0.167905293545071,False
internvl3_8b,habit_cfx_0098,000128_01,000128,S7025,early,counterfactual,S7788,False,False,False,False,0.167905293545071,False
internvl3_8b,habit_cfx_0099,000128_01,000128,S7025,early,counterfactual,S8940,False,False,False,False,0.167905293545071,False
internvl3_8b,habit_cfx_0100,000128_01,000128,S7025,early,counterfactual,S8975,False,False,False,False,0.167905293545071,False
internvl3_8b,habit_cfx_0101,000128_01,000128,S7025,ready,counterfactual,S7414,False,False,False,False,0.8126090763853152,False
internvl3_8b,habit_cfx_0102,000128_01,000128,S7025,ready,counterfactual,S7788,True,False,True,False,0.8126090763853152,False
internvl3_8b,habit_cfx_0103,000128_01,000128,S7025,ready,counterfactual,S8940,True,False,True,False,0.8126090763853152,False
internvl3_8b,habit_cfx_0104,000128_01,000128,S7025,ready,counterfactual,S8975,False,False,False,False,0.8126090763853152,False
internvl3_8b,habit_cfx_0105,000129_01,000129,S7025,early,counterfactual,S7414,False,False,False,False,0.06589370068350783,False
internvl3_8b,habit_cfx_0106,000129_01,000129,S7025,early,counterfactual,S7788,False,False,False,False,0.06589370068350783,False
internvl3_8b,habit_cfx_0107,000129_01,000129,S7025,early,counterfactual,S8940,False,False,False,False,0.06589370068350783,False
internvl3_8b,habit_cfx_0108,000129_01,000129,S7025,early,counterfactual,S8975,False,False,False,False,0.06589370068350783,False
internvl3_8b,habit_cfx_0109,000129_01,000129,S7025,ready,counterfactual,S7414,False,False,False,False,0.8144532328877675,False
internvl3_8b,habit_cfx_0110,000129_01,000129,S7025,ready,counterfactual,S7788,True,False,True,False,0.8144532328877675,False
internvl3_8b,habit_cfx_0111,000129_01,000129,S7025,ready,counterfactual,S8940,True,False,True,False,0.8144532328877675,False
internvl3_8b,habit_cfx_0112,000129_01,000129,S7025,ready,counterfactual,S8975,False,False,False,False,0.8144532328877675,False
internvl3_8b,habit_cfx_0113,000130_01,000130,S7025,early,counterfactual,S7414,False,False,False,False,0.14259786536340488,False
internvl3_8b,habit_cfx_0114,000130_01,000130,S7025,early,counterfactual,S7788,False,False,False,False,0.14259786536340488,False
internvl3_8b,habit_cfx_0115,000130_01,000130,S7025,early,counterfactual,S8940,False,False,False,False,0.14259786536340488,False
internvl3_8b,habit_cfx_0116,000130_01,000130,S7025,early,counterfactual,S8975,False,False,False,False,0.14259786536340488,False
internvl3_8b,habit_cfx_0117,000130_01,000130,S7025,ready,counterfactual,S7414,False,False,False,False,0.8117728476573336,False
internvl3_8b,habit_cfx_0118,000130_01,000130,S7025,ready,counterfactual,S7788,False,False,False,False,0.8117728476573336,False
internvl3_8b,habit_cfx_0119,000130_01,000130,S7025,ready,counterfactual,S8940,False,False,False,False,0.8117728476573336,False
internvl3_8b,habit_cfx_0120,000130_01,000130,S7025,ready,counterfactual,S8975,False,False,False,False,0.8117728476573336,False
internvl3_8b,habit_cfx_0121,000131_01,000131,S7025,early,counterfactual,S7414,False,False,False,False,0.19783759657247613,False
internvl3_8b,habit_cfx_0122,000131_01,000131,S7025,early,counterfactual,S7788,False,False,False,False,0.19783759657247613,False
internvl3_8b,habit_cfx_0123,000131_01,000131,S7025,early,counterfactual,S8940,False,False,False,False,0.19783759657247613,False
internvl3_8b,habit_cfx_0124,000131_01,000131,S7025,early,counterfactual,S8975,False,False,False,False,0.19783759657247613,False
internvl3_8b,habit_cfx_0125,000131_01,000131,S7025,ready,counterfactual,S7414,False,False,False,False,0.7901020094103496,False
internvl3_8b,habit_cfx_0126,000131_01,000131,S7025,ready,counterfactual,S7788,True,False,True,False,0.7901020094103496,False
internvl3_8b,habit_cfx_0127,000131_01,000131,S7025,ready,counterfactual,S8940,True,False,True,False,0.7901020094103496,False
internvl3_8b,habit_cfx_0128,000131_01,000131,S7025,ready,counterfactual,S8975,False,False,False,False,0.7901020094103496,False
internvl3_8b,habit_cfx_0129,000132_01,000132,S7025,early,counterfactual,S7414,False,False,False,False,0.19048278194698187,False
internvl3_8b,habit_cfx_0130,000132_01,000132,S7025,early,counterfactual,S7788,False,False,False,False,0.19048278194698187,False
internvl3_8b,habit_cfx_0131,000132_01,000132,S7025,early,counterfactual,S8940,False,False,False,False,0.19048278194698187,False
internvl3_8b,habit_cfx_0132,000132_01,000132,S7025,early,counterfactual,S8975,False,False,False,False,0.19048278194698187,False
internvl3_8b,habit_cfx_0133,000132_01,000132,S7025,ready,counterfactual,S7414,False,False,False,False,0.8781667797315407,False
internvl3_8b,habit_cfx_0134,000132_01,000132,S7025,ready,counterfactual,S7788,False,False,False,False,0.8781667797315407,False
internvl3_8b,habit_cfx_0135,000132_01,000132,S7025,ready,counterfactual,S8940,False,False,False,False,0.8781667797315407,False
internvl3_8b,habit_cfx_0136,000132_01,000132,S7025,ready,counterfactual,S8975,False,False,False,False,0.8781667797315407,False
internvl3_8b,habit_cfx_0137,000133_01,000133,S7025,early,counterfactual,S7414,False,False,False,False,0.07572702811386726,False
internvl3_8b,habit_cfx_0138,000133_01,000133,S7025,early,counterfactual,S7788,True,False,False,False,0.07572702811386726,False
internvl3_8b,habit_cfx_0139,000133_01,000133,S7025,early,counterfactual,S8940,False,False,False,False,0.07572702811386726,False
internvl3_8b,habit_cfx_0140,000133_01,000133,S7025,early,counterfactual,S8975,False,False,False,False,0.07572702811386726,False
internvl3_8b,habit_cfx_0141,000133_01,000133,S7025,ready,counterfactual,S7414,False,False,False,False,0.7684737584993587,False
internvl3_8b,habit_cfx_0142,000133_01,000133,S7025,ready,counterfactual,S7788,False,False,False,False,0.7684737584993587,False
internvl3_8b,habit_cfx_0143,000133_01,000133,S7025,ready,counterfactual,S8940,False,False,False,False,0.7684737584993587,False
internvl3_8b,habit_cfx_0144,000133_01,000133,S7025,ready,counterfactual,S8975,False,False,False,False,0.7684737584993587,False
internvl3_8b,habit_cfx_0145,000135_01,000135,S7025,early,counterfactual,S7414,False,False,False,False,0.12293778248442891,False
internvl3_8b,habit_cfx_0146,000135_01,000135,S7025,early,counterfactual,S7788,False,False,False,False,0.12293778248442891,False
internvl3_8b,habit_cfx_0147,000135_01,000135,S7025,early,counterfactual,S8940,False,False,False,False,0.12293778248442891,False
internvl3_8b,habit_cfx_0148,000135_01,000135,S7025,early,counterfactual,S8975,False,False,False,False,0.12293778248442891,False
internvl3_8b,habit_cfx_0149,000135_01,000135,S7025,ready,counterfactual,S7414,False,False,False,False,0.7248025267514352,False
internvl3_8b,habit_cfx_0150,000135_01,000135,S7025,ready,counterfactual,S7788,True,False,True,False,0.7248025267514352,False
internvl3_8b,habit_cfx_0151,000135_01,000135,S7025,ready,counterfactual,S8940,True,False,True,False,0.7248025267514352,False
internvl3_8b,habit_cfx_0152,000135_01,000135,S7025,ready,counterfactual,S8975,False,False,False,False,0.7248025267514352,False
internvl3_8b,habit_cfx_0153,000137_01,000137,S7025,early,counterfactual,S7414,False,False,False,False,0.10578522902506014,False
internvl3_8b,habit_cfx_0154,000137_01,000137,S7025,early,counterfactual,S7788,False,False,False,False,0.10578522902506014,False
internvl3_8b,habit_cfx_0155,000137_01,000137,S7025,early,counterfactual,S8940,False,False,False,False,0.10578522902506014,False
internvl3_8b,habit_cfx_0156,000137_01,000137,S7025,early,counterfactual,S8975,False,False,False,False,0.10578522902506014,False
internvl3_8b,habit_cfx_0157,000137_01,000137,S7025,ready,counterfactual,S7414,False,False,False,False,0.6759478065224412,False
internvl3_8b,habit_cfx_0158,000137_01,000137,S7025,ready,counterfactual,S7788,True,False,True,False,0.6759478065224412,False
internvl3_8b,habit_cfx_0159,000137_01,000137,S7025,ready,counterfactual,S8940,False,False,False,False,0.6759478065224412,False
internvl3_8b,habit_cfx_0160,000137_01,000137,S7025,ready,counterfactual,S8975,False,False,False,False,0.6759478065224412,False
internvl3_8b,habit_cfx_0161,002888_01,002888,S7414,early,counterfactual,S6759,False,False,False,False,0.07117928918823074,False
internvl3_8b,habit_cfx_0162,002888_01,002888,S7414,early,counterfactual,S7025,False,False,False,False,0.07117928918823074,False
internvl3_8b,habit_cfx_0163,002888_01,002888,S7414,early,counterfactual,S7788,False,False,False,False,0.07117928918823074,False
internvl3_8b,habit_cfx_0164,002888_01,002888,S7414,early,counterfactual,S8940,False,False,False,False,0.07117928918823074,False
internvl3_8b,habit_cfx_0165,002888_01,002888,S7414,ready,counterfactual,S6759,False,False,False,False,0.8850806330906826,False
internvl3_8b,habit_cfx_0166,002888_01,002888,S7414,ready,counterfactual,S7025,False,False,False,False,0.8850806330906826,False
internvl3_8b,habit_cfx_0167,002888_01,002888,S7414,ready,counterfactual,S7788,False,False,False,False,0.8850806330906826,False
internvl3_8b,habit_cfx_0168,002888_01,002888,S7414,ready,counterfactual,S8940,False,False,False,False,0.8850806330906826,False
internvl3_8b,habit_cfx_0169,002889_01,002889,S7414,early,counterfactual,S6759,False,False,False,False,0.09293049839995662,False
internvl3_8b,habit_cfx_0170,002889_01,002889,S7414,early,counterfactual,S7025,False,False,False,False,0.09293049839995662,False
internvl3_8b,habit_cfx_0171,002889_01,002889,S7414,early,counterfactual,S7788,False,False,False,False,0.09293049839995662,False
internvl3_8b,habit_cfx_0172,002889_01,002889,S7414,early,counterfactual,S8940,False,False,False,False,0.09293049839995662,False
internvl3_8b,habit_cfx_0173,002889_01,002889,S7414,ready,counterfactual,S6759,False,False,False,False,0.8769195361704208,False
internvl3_8b,habit_cfx_0174,002889_01,002889,S7414,ready,counterfactual,S7025,False,False,False,False,0.8769195361704208,False
internvl3_8b,habit_cfx_0175,002889_01,002889,S7414,ready,counterfactual,S7788,True,False,True,False,0.8769195361704208,False
internvl3_8b,habit_cfx_0176,002889_01,002889,S7414,ready,counterfactual,S8940,False,False,False,False,0.8769195361704208,False
internvl3_8b,habit_cfx_0177,002890_01,002890,S7414,early,counterfactual,S6759,False,False,False,False,0.06571778796290739,False
internvl3_8b,habit_cfx_0178,002890_01,002890,S7414,early,counterfactual,S7025,False,False,False,False,0.06571778796290739,False
internvl3_8b,habit_cfx_0179,002890_01,002890,S7414,early,counterfactual,S7788,False,False,False,False,0.06571778796290739,False
internvl3_8b,habit_cfx_0180,002890_01,002890,S7414,early,counterfactual,S8940,False,False,False,False,0.06571778796290739,False
internvl3_8b,habit_cfx_0181,002890_01,002890,S7414,ready,counterfactual,S6759,False,False,False,False,0.9338272611196587,False
internvl3_8b,habit_cfx_0182,002890_01,002890,S7414,ready,counterfactual,S7025,False,False,False,False,0.9338272611196587,False
internvl3_8b,habit_cfx_0183,002890_01,002890,S7414,ready,counterfactual,S7788,False,False,False,False,0.9338272611196587,False
internvl3_8b,habit_cfx_0184,002890_01,002890,S7414,ready,counterfactual,S8940,False,False,False,False,0.9338272611196587,False
internvl3_8b,habit_cfx_0185,002891_01,002891,S7414,early,counterfactual,S6759,False,False,False,False,0.08839160031579293,False
internvl3_8b,habit_cfx_0186,002891_01,002891,S7414,early,counterfactual,S7025,False,False,False,False,0.08839160031579293,False
internvl3_8b,habit_cfx_0187,002891_01,002891,S7414,early,counterfactual,S7788,False,False,False,False,0.08839160031579293,False
internvl3_8b,habit_cfx_0188,002891_01,002891,S7414,early,counterfactual,S8940,False,False,False,False,0.08839160031579293,False
internvl3_8b,habit_cfx_0189,002891_01,002891,S7414,ready,counterfactual,S6759,False,False,False,False,0.8697436915734554,False
internvl3_8b,habit_cfx_0190,002891_01,002891,S7414,ready,counterfactual,S7025,False,False,False,False,0.8697436915734554,False
internvl3_8b,habit_cfx_0191,002891_01,002891,S7414,ready,counterfactual,S7788,True,False,True,False,0.8697436915734554,False
internvl3_8b,habit_cfx_0192,002891_01,002891,S7414,ready,counterfactual,S8940,False,False,False,False,0.8697436915734554,False
internvl3_8b,habit_cfx_0193,002892_01,002892,S7414,early,counterfactual,S6759,False,False,False,False,0.06858834909109414,False
internvl3_8b,habit_cfx_0194,002892_01,002892,S7414,early,counterfactual,S7025,False,False,False,False,0.06858834909109414,False
internvl3_8b,habit_cfx_0195,002892_01,002892,S7414,early,counterfactual,S7788,False,False,False,False,0.06858834909109414,False
internvl3_8b,habit_cfx_0196,002892_01,002892,S7414,early,counterfactual,S8940,False,False,False,False,0.06858834909109414,False
internvl3_8b,habit_cfx_0197,002892_01,002892,S7414,ready,counterfactual,S6759,False,False,False,False,0.9158603303197418,False
internvl3_8b,habit_cfx_0198,002892_01,002892,S7414,ready,counterfactual,S7025,False,False,False,False,0.9158603303197418,False
internvl3_8b,habit_cfx_0199,002892_01,002892,S7414,ready,counterfactual,S7788,False,False,False,False,0.9158603303197418,False
internvl3_8b,habit_cfx_0200,002892_01,002892,S7414,ready,counterfactual,S8940,False,False,False,False,0.9158603303197418,False
internvl3_8b,habit_cfx_0201,002894_01,002894,S7414,early,counterfactual,S6759,False,False,False,False,0.11632166499284465,False
internvl3_8b,habit_cfx_0202,002894_01,002894,S7414,early,counterfactual,S7025,False,False,False,False,0.11632166499284465,False
internvl3_8b,habit_cfx_0203,002894_01,002894,S7414,early,counterfactual,S7788,False,False,False,False,0.11632166499284465,False
internvl3_8b,habit_cfx_0204,002894_01,002894,S7414,early,counterfactual,S8940,False,False,False,False,0.11632166499284465,False
internvl3_8b,habit_cfx_0205,002894_01,002894,S7414,ready,counterfactual,S6759,False,False,False,False,0.9439196781546667,False
internvl3_8b,habit_cfx_0206,002894_01,002894,S7414,ready,counterfactual,S7025,False,False,False,False,0.9439196781546667,False
internvl3_8b,habit_cfx_0207,002894_01,002894,S7414,ready,counterfactual,S7788,True,False,True,False,0.9439196781546667,False
internvl3_8b,habit_cfx_0208,002894_01,002894,S7414,ready,counterfactual,S8940,False,False,False,False,0.9439196781546667,False
internvl3_8b,habit_cfx_0209,002895_01,002895,S7414,early,counterfactual,S6759,False,False,False,False,0.09998402488102902,False
internvl3_8b,habit_cfx_0210,002895_01,002895,S7414,early,counterfactual,S7025,False,False,False,False,0.09998402488102902,False
internvl3_8b,habit_cfx_0211,002895_01,002895,S7414,early,counterfactual,S7788,False,False,False,False,0.09998402488102902,False
