model,id,source_id,event_id,episode_id,sid,window,condition,target_sid,target_object,expected_target_match,image,target_match,target_match_score,release_readiness,readiness_score
internvl3_8b,habit_cfx_0032,habit_test_01536,004952_01,004952,S6759,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01536.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0033,habit_test_01537,004953_01,004953,S6759,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01537.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0034,habit_test_01537,004953_01,004953,S6759,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01537.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0035,habit_test_01537,004953_01,004953,S6759,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01537.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0036,habit_test_01537,004953_01,004953,S6759,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01537.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0037,habit_test_01538,004953_01,004953,S6759,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01538.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0038,habit_test_01538,004953_01,004953,S6759,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01538.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0039,habit_test_01538,004953_01,004953,S6759,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01538.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0040,habit_test_01538,004953_01,004953,S6759,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01538.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0041,habit_test_01539,004954_01,004954,S6759,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01539.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0042,habit_test_01539,004954_01,004954,S6759,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01539.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0043,habit_test_01539,004954_01,004954,S6759,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01539.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0044,habit_test_01539,004954_01,004954,S6759,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01539.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0045,habit_test_01540,004954_01,004954,S6759,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01540.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0046,habit_test_01540,004954_01,004954,S6759,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01540.jpg,mismatched,0.04999999999999999,not_ready,0.2
internvl3_8b,habit_cfx_0047,habit_test_01540,004954_01,004954,S6759,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01540.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0048,habit_test_01540,004954_01,004954,S6759,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01540.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0049,habit_test_01541,004956_01,004956,S6759,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01541.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0050,habit_test_01541,004956_01,004956,S6759,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01541.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0051,habit_test_01541,004956_01,004956,S6759,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01541.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0052,habit_test_01541,004956_01,004956,S6759,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01541.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0053,habit_test_01542,004956_01,004956,S6759,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01542.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0054,habit_test_01542,004956_01,004956,S6759,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01542.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0055,habit_test_01542,004956_01,004956,S6759,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01542.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0056,habit_test_01542,004956_01,004956,S6759,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01542.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0057,habit_test_01543,004957_01,004957,S6759,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01543.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0058,habit_test_01543,004957_01,004957,S6759,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01543.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0059,habit_test_01543,004957_01,004957,S6759,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01543.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0060,habit_test_01543,004957_01,004957,S6759,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01543.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0061,habit_test_01544,004957_01,004957,S6759,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01544.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0062,habit_test_01544,004957_01,004957,S6759,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01544.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0063,habit_test_01544,004957_01,004957,S6759,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01544.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0064,habit_test_01544,004957_01,004957,S6759,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01544.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0065,habit_test_01545,004958_01,004958,S6759,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01545.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0066,habit_test_01545,004958_01,004958,S6759,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01545.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0067,habit_test_01545,004958_01,004958,S6759,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01545.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0068,habit_test_01545,004958_01,004958,S6759,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01545.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0069,habit_test_01546,004958_01,004958,S6759,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01546.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0070,habit_test_01546,004958_01,004958,S6759,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01546.jpg,mismatched,0.04999999999999999,not_ready,0.2
internvl3_8b,habit_cfx_0071,habit_test_01546,004958_01,004958,S6759,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01546.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0072,habit_test_01546,004958_01,004958,S6759,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01546.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0073,habit_test_01547,004959_01,004959,S6759,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01547.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0074,habit_test_01547,004959_01,004959,S6759,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01547.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0075,habit_test_01547,004959_01,004959,S6759,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01547.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0076,habit_test_01547,004959_01,004959,S6759,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01547.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0077,habit_test_01548,004959_01,004959,S6759,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01548.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0078,habit_test_01548,004959_01,004959,S6759,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01548.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0079,habit_test_01548,004959_01,004959,S6759,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_01548.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0080,habit_test_01548,004959_01,004959,S6759,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01548.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0081,habit_test_00001,000124_01,000124,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00001.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0082,habit_test_00001,000124_01,000124,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00001.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0083,habit_test_00001,000124_01,000124,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00001.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0084,habit_test_00001,000124_01,000124,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00001.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0085,habit_test_00002,000124_01,000124,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00002.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0086,habit_test_00002,000124_01,000124,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00002.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0087,habit_test_00002,000124_01,000124,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00002.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0088,habit_test_00002,000124_01,000124,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00002.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0089,habit_test_00005,000126_01,000126,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00005.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0090,habit_test_00005,000126_01,000126,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00005.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0091,habit_test_00005,000126_01,000126,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00005.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0092,habit_test_00005,000126_01,000126,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00005.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0093,habit_test_00006,000126_01,000126,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00006.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0094,habit_test_00006,000126_01,000126,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00006.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0095,habit_test_00006,000126_01,000126,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00006.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0096,habit_test_00006,000126_01,000126,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00006.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0097,habit_test_00009,000128_01,000128,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00009.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0098,habit_test_00009,000128_01,000128,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00009.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0099,habit_test_00009,000128_01,000128,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00009.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0100,habit_test_00009,000128_01,000128,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00009.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0101,habit_test_00010,000128_01,000128,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00010.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0102,habit_test_00010,000128_01,000128,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00010.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0103,habit_test_00010,000128_01,000128,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00010.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0104,habit_test_00010,000128_01,000128,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00010.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0105,habit_test_00013,000129_01,000129,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00013.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0106,habit_test_00013,000129_01,000129,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00013.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0107,habit_test_00013,000129_01,000129,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00013.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0108,habit_test_00013,000129_01,000129,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00013.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0109,habit_test_00014,000129_01,000129,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00014.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0110,habit_test_00014,000129_01,000129,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00014.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0111,habit_test_00014,000129_01,000129,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00014.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0112,habit_test_00014,000129_01,000129,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00014.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0113,habit_test_00017,000130_01,000130,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00017.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0114,habit_test_00017,000130_01,000130,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00017.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0115,habit_test_00017,000130_01,000130,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00017.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0116,habit_test_00017,000130_01,000130,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00017.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0117,habit_test_00018,000130_01,000130,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00018.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0118,habit_test_00018,000130_01,000130,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00018.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0119,habit_test_00018,000130_01,000130,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00018.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0120,habit_test_00018,000130_01,000130,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00018.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0121,habit_test_00021,000131_01,000131,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00021.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0122,habit_test_00021,000131_01,000131,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00021.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0123,habit_test_00021,000131_01,000131,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00021.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0124,habit_test_00021,000131_01,000131,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00021.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0125,habit_test_00022,000131_01,000131,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00022.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0126,habit_test_00022,000131_01,000131,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00022.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0127,habit_test_00022,000131_01,000131,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00022.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0128,habit_test_00022,000131_01,000131,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00022.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0129,habit_test_00025,000132_01,000132,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00025.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0130,habit_test_00025,000132_01,000132,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00025.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0131,habit_test_00025,000132_01,000132,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00025.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0132,habit_test_00025,000132_01,000132,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00025.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0133,habit_test_00026,000132_01,000132,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00026.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0134,habit_test_00026,000132_01,000132,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00026.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0135,habit_test_00026,000132_01,000132,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00026.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0136,habit_test_00026,000132_01,000132,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00026.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0137,habit_test_00029,000133_01,000133,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00029.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0138,habit_test_00029,000133_01,000133,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00029.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0139,habit_test_00029,000133_01,000133,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00029.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0140,habit_test_00029,000133_01,000133,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00029.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0141,habit_test_00030,000133_01,000133,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00030.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0142,habit_test_00030,000133_01,000133,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00030.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0143,habit_test_00030,000133_01,000133,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00030.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0144,habit_test_00030,000133_01,000133,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00030.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0145,habit_test_00033,000135_01,000135,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00033.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0146,habit_test_00033,000135_01,000135,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00033.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0147,habit_test_00033,000135_01,000135,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00033.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0148,habit_test_00033,000135_01,000135,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00033.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0149,habit_test_00034,000135_01,000135,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00034.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0150,habit_test_00034,000135_01,000135,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00034.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0151,habit_test_00034,000135_01,000135,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00034.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0152,habit_test_00034,000135_01,000135,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00034.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0153,habit_test_00037,000137_01,000137,S7025,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00037.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0154,habit_test_00037,000137_01,000137,S7025,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00037.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0155,habit_test_00037,000137_01,000137,S7025,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00037.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0156,habit_test_00037,000137_01,000137,S7025,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00037.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0157,habit_test_00038,000137_01,000137,S7025,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_00038.jpg,mismatched,0.04999999999999999,uncertain,0.5
internvl3_8b,habit_cfx_0158,habit_test_00038,000137_01,000137,S7025,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00038.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0159,habit_test_00038,000137_01,000137,S7025,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00038.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0160,habit_test_00038,000137_01,000137,S7025,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_00038.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0161,habit_test_00469,002888_01,002888,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00469.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0162,habit_test_00469,002888_01,002888,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00469.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0163,habit_test_00469,002888_01,002888,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00469.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0164,habit_test_00469,002888_01,002888,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00469.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0165,habit_test_00470,002888_01,002888,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00470.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0166,habit_test_00470,002888_01,002888,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00470.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0167,habit_test_00470,002888_01,002888,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00470.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0168,habit_test_00470,002888_01,002888,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00470.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0169,habit_test_00473,002889_01,002889,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00473.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
